,Name,Type,Location,Price,Price Category
2345,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Tanjong Pagar CC,~70.0,$$
2346,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Tanjong Pagar CC,~70.0,$$
2347,JUSDO (Exercise) - 09 March 2025 to 01 March 2026 (HealthierSG),Social & Community Events,Tanjong Pagar CC,3.0,$
2348,JUSDO (Line Dance) - 09 March 2025 to 01 March 2026 (HealthierSG),Social & Community Events,Tanjong Pagar CC,3.0,$
2349,Karate (HealthierSG),Fitness & Wellness,Tanjong Pagar CC,~87.5,$$
2350,Kiddies Expression - B Inspired Kiddies Creative Art-Junior,Workshops & Classes,Tanjong Pagar CC,~115.0,$$$
2351,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Tanjong Pagar CC,~65.0,$$
2352,Line Dance (Senior Citizen) - Elementary (HealthierSG),Workshops & Classes,Tanjong Pagar CC,~55.0,$$
2353,Oil Painting,Workshops & Classes,Tanjong Pagar CC,~93.0,$$
2354,PIPA (ADULT) - ELEMENTARY,Workshops & Classes,Tanjong Pagar CC,~155.0,$$$
2355,Recreational Karaoke Folk Singing (Mandarin),Workshops & Classes,Tanjong Pagar CC,~105.0,$$$
2356,SG75 1st Engagement Event 2025,Social & Community Events,Tanjong Pagar CC,0.0,Free
2357,Taijiquan (HealthierSG),Fitness & Wellness,Tanjong Pagar CC,~65.0,$$
2358,TPYN Soccer IG,Social & Community Events,Tanjong Pagar CC,0.0,Free
2359,TPYN Soccer IG - 16 Mar 2025,Social & Community Events,Tanjong Pagar CC,0.0,Free
2360,TPYN Soccer IG - 23 Mar 2025,Social & Community Events,Tanjong Pagar CC,0.0,Free
2361,TPYN Soccer IG - 30 Mar 2025,Social & Community Events,Tanjong Pagar CC,0.0,Free
2362,Vinyasa Yoga (Beginner) (HealthierSG),Fitness & Wellness,Tanjong Pagar CC,~90.5,$$
2363,[TECK GHEE CCMC] Chinese Storytelling Competition 2025,Social & Community Events,Teck Ghee CC,5.0,$
2364,[TG CC SCEC] - Importance of Self-Care for Caregivers,Social & Community Events,Teck Ghee CC,2.0,$
2365,[TGCC WEC] Peranakan Tour & Lunch,Social & Community Events,Teck Ghee CC,20.0,$
2366,Chinese Calligraphy,Workshops & Classes,Teck Ghee CC,~70.0,$$
2367,Chinese Ink Painting,Workshops & Classes,Teck Ghee CC,~96.0,$$
2368,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Teck Ghee CC,~95.0,$$
2369,Karate (HealthierSG),Fitness & Wellness,Teck Ghee CC,~117.0,$$$
2370,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Teck Ghee CC,~68.0,$$
2371,Martial House Wushu For Beginners (HealthierSG),Fitness & Wellness,Teck Ghee CC,~70.0,$$
2372,Modeling with Creative and Recycled Materials Outfit,Workshops & Classes,Teck Ghee CC,~46.0,$
2373,Oil Painting,Workshops & Classes,Teck Ghee CC,~80.0,$$
2374,Oxigeno® (HealthierSG),Fitness & Wellness,Teck Ghee CC,~105.0,$$$
2375,Recreational Choral Singing,Workshops & Classes,Teck Ghee CC,~34.0,$
2376,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Teck Ghee CC,~41.0,$
2377,Recreational Folk Dance (Intermediate) (HealthierSG),Workshops & Classes,Teck Ghee CC,~36.0,$
2378,Yin Yoga (HealthierSG),Fitness & Wellness,Teck Ghee CC,~95.0,$$
2379,Crochet & Knitting (Stage I),Workshops & Classes,Teck Ghee Evergreen RN,~55.0,$$
2380,[Teck Ghee Garden View RN] Flea Market (31 May - 1 June 2025),Social & Community Events,Teck Ghee Garden View RN,10.0,$
2381,[Teck Ghee Garden View RN] Visit to Gardens by the Bay (27 March 2025),Social & Community Events,Teck Ghee Garden View RN,13.0,$
2382,[Teck Ghee Heartlands RN] Keep Calm & Walk On (6 Apr 2025),Social & Community Events,Teck Ghee Heartlands RN,1.0,$
2383,Recreational Karaoke Dialect Singing (Hokkien),Workshops & Classes,Teck Ghee Jubilee RN,80.0,$$
2384,[Teck Ghee Vista RN] Residents Get Together (25 March 2025),Social & Community Events,Teck Ghee Vista RN,0.0,Free
2385,Taekwondo (International Taekwon-Do Federation Singapore) (HealthierSG),Fitness & Wellness,Teck Ghee Vista RN,~105.0,$$$
2386,BCRN - Visit to Geylang Serai Bazaar,Social & Community Events,Telok Blangah 'Blangah Court' RN,4.0,$
2387,BCRN - Visit to The Sheng Siong Show 31 May 2025,Social & Community Events,Telok Blangah 'Blangah Court' RN,3.0,$
2388,Basketball (HealthierSG) (Telok Blangah),Fitness & Wellness,Telok Blangah CC,~205.0,$$$
2389,FENCING (HealthierSG),Fitness & Wellness,Telok Blangah CC,~310.0,$$$
2390,Taekwondo (Singapore Taekwondo Academy) (HealthierSG),Fitness & Wellness,Telok Blangah CC,~95.0,$$
2391,Telok Blangah CC WEC - Cooking Class with Chef Benny Se Teo,Workshops & Classes,Telok Blangah CC,10.0,$
2392,Telok Blangah CC WEC - Flea Market Booth Registration,Social & Community Events,Telok Blangah CC,10.0,$
2393,Tots Ballet,Workshops & Classes,Telok Blangah CC,~87.5,$$
2394,Telok Blangah Hill Park,Outdoor & Nature,Telok Blangah Green off Henderson Road,0.0,Free
2395,Piano Grade 1,Workshops & Classes,Telok Blangah Parcview RN,156.0,$$$
2396,Piano Grade 2,Workshops & Classes,Telok Blangah Parcview RN,174.0,$$$
2397,[TKECRN] Mindfulness and Calming Dolls Workshop,Workshops & Classes,Telok Kurau East Coast RN,8.0,$
2398,[TKNRN] The Power of Positive Parenting Raising Resilient Kids in the Digital Age,Social & Community Events,Telok Kurau North RN,2.0,$
2399,One-North Park,Outdoor & Nature,"The 3.3 hectare site is situated in the northern zone of one-north, near the Ministry of Education",0.0,Free
2400,Ballroom Latin (Adult) - Intermediate (HealthierSG) (Frontier),Workshops & Classes,The Frontier CC,~95.0,$$
2401,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,The Frontier CC,~85.0,$$
2402,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,The Frontier CC,~67.5,$$
2403,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,The Frontier CC,~62.5,$$
2404,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,The Frontier CC,~80.0,$$
2405,Opera Show @ Pioneer,Social & Community Events,The Frontier CC,4.0,$
2406,Pioneer CSN Bowling Interest Group,Social & Community Events,The Frontier CC,20.0,$
2407,The Frontier CC WEC Wellness Walk @ Bidadari Park,Social & Community Events,The Frontier CC,3.0,$
2408,Wushu (HealthierSG),Fitness & Wellness,The Frontier CC,~95.0,$$
2409,The Interlace RN - Half-Day CPR & AED Certification Course (For The Interlace Condo Residents Only),Workshops & Classes,The Interlace RN,5.0,$
2410,Raffles Place Park,Outdoor & Nature,The park is bounded by Battery Road and Collyer Quay,0.0,Free
2411,Hong Lim Park - Speaker's Corner,Outdoor & Nature,"The park is bounded by North Canal Road, South Bridge Road, Upper Pickering Street and New Bridge Rd",0.0,Free
2412,HPB Zumba Gold Class (Peak RN) March 2025,Workshops & Classes,The Peak RN,0.0,Free
2413,Peak Goes To Crocodile Farm,Social & Community Events,The Peak RN,~8.0,$
2414,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,The Pinnacle@Duxton RC,~90.5,$$
2415,[The Quintet NC] Brisk Walk at Woodlands Waterfront & Admiralty Park,Social & Community Events,The Quintet NC,2.5,$
2416,[The Quintet NC] Half-Day CPR & AED Certification Course,Workshops & Classes,The Quintet NC,0.0,Free
2417,Family Movie Night with The Rivervale RN,Social & Community Events,The Rivervale RN,0.0,Free
2418,Aroma Stretch (Intermediate) (HealthierSG) (Serangoon),Fitness & Wellness,The Serangoon CC,~167.0,$$$
2419,Ballroom Latin (HealthierSG),Workshops & Classes,The Serangoon CC,~105.0,$$$
2420,Ballroom Modern (Adult) - Elementary (with Prof T. certs) (HealthierSG),Workshops & Classes,The Serangoon CC,~85.0,$$
2421,Ballroom Modern (Adult) - Intermediate (HealthierSG) (Serangoon),Workshops & Classes,The Serangoon CC,~165.0,$$$
2422,Capoeira (HealthierSG),Fitness & Wellness,The Serangoon CC,~121.0,$$$
2423,Cardio Stretch (Intermediate) (HealthierSG),Fitness & Wellness,The Serangoon CC,~157.0,$$$
2424,Chinese Ink Painting,Workshops & Classes,The Serangoon CC,~82.5,$$
2425,Crochet & Knitting (Stage I),Workshops & Classes,The Serangoon CC,~65.0,$$
2426,Gentle Yoga (HealthierSG),Fitness & Wellness,The Serangoon CC,~95.0,$$
2427,Guitar Pop (Elementary),Workshops & Classes,The Serangoon CC,~133.0,$$$
2428,Half Day Tour To Singapore Discovery Center CLJ - 22nd March 2025,Social & Community Events,The Serangoon CC,3.0,$
2429,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,The Serangoon CC,~90.0,$$
2430,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,The Serangoon CC,~90.0,$$
2431,KpopX® Fitness (HealthierSG),Fitness & Wellness,The Serangoon CC,~105.0,$$$
2432,Modern Living - Yogilates (Beginners) (HealthierSG),Fitness & Wellness,The Serangoon CC,~82.5,$$
2433,Oil Painting,Workshops & Classes,The Serangoon CC,~70.0,$$
2434,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,The Serangoon CC,~82.5,$$
2435,The Double 'S' Workout (Step and Stretch) (Beginner) (HealthierSG),Fitness & Wellness,The Serangoon CC,~113.0,$$$
2436,The Lit Circle on 29 March 2025,Social & Community Events,The Serangoon CC,~1.0,$
2437,Yoga Flow (HealthierSG),Fitness & Wellness,The Serangoon CC,~105.0,$$$
2438,Zumba® Fitness (HealthierSG),Fitness & Wellness,The Serangoon CC,~95.0,$$
2439,The Warren Creative Tufting Workshop,Workshops & Classes,The Warren RN,25.0,$
2440,Breast Cancer Awareness Talk,Social & Community Events,Thomson CC,0.0,Free
2441,MAMMOGRAM SCREENING AT THOMSON SHUNFU,Social & Community Events,Thomson CC,0.0,Free
2442,Nagomi Workshop,Workshops & Classes,Thomson CC,8.0,$
2443,THCC IAEC Indian Folk Dance - 4 Session (Mar 2025),Social & Community Events,Thomson CC,50.0,$
2444,THCC IAEC KOK IG (Mar 2025),Social & Community Events,Thomson CC,3.0,$
2445,Recreational Karaoke Dialect Singing (Cantonese),Workshops & Classes,Thomson Shunfu RN,~72.5,$$
2446,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Thomson Shunfu RN,~87.5,$$
2447,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Thomson Shunfu RN,~62.5,$$
2448,Taijiquan (HealthierSG),Fitness & Wellness,Thomson Shunfu RN,~55.0,$$
2449,THSFRN KOKj 2025-02,Social & Community Events,Thomson Shunfu RN,80.0,$$
2450,THSFRN KOKp 2025-02,Social & Community Events,Thomson Shunfu RN,80.0,$$
2451,Thomson Sin Ming Court RN BBQ Pit Booking 2025,Social & Community Events,Thomson Sin Ming Court RN,~45.0,$
2452,Thomson Sin Ming Court RN Doggie Club Membership 2025,Social & Community Events,Thomson Sin Ming Court RN,4.0,$
2453,Thomson Sin Ming Court RN Gym Membership 2025,Social & Community Events,Thomson Sin Ming Court RN,~60.0,$$
2454,[SMG] Seniors' Block Party,Social & Community Events,Thomson Sin Ming Garden RN,0.0,Free
2455,Thomson Sin Ming Garden RN BBQ Booking (2024),Social & Community Events,Thomson Sin Ming Garden RN,20.0,$
2456,Bento Workshop (Tiong Bahru),Food & Beverage,Tiong Bahru CC,~45.0,$
2457,Community Garden Tours at Tiong Bahru,Social & Community Events,Tiong Bahru CC,0.0,Free
2458,Cookie Decorating,Food & Beverage,Tiong Bahru CC,~40.0,$
2459,Erhu (Adult) - Elementary,Workshops & Classes,Tiong Bahru CC,~62.5,$$
2460,Gentle Flow Yoga (HealthierSG),Fitness & Wellness,Tiong Bahru CC,~67.5,$$
2461,Karate (HealthierSG),Fitness & Wellness,Tiong Bahru CC,~95.0,$$
2462,Line Dance (Senior Citizen) - Elementary (HealthierSG),Workshops & Classes,Tiong Bahru CC,~45.0,$
2463,Sew Crafty Sew Good,Social & Community Events,Tiong Bahru CC,20.0,$
2464,TBCC SCEC Joy For Golden Years Program 2025,Social & Community Events,Tiong Bahru CC,120.0,$$$
2465,TBYN Fun Times! - 22 March 2025,Social & Community Events,Tiong Bahru CC,5.0,$
2466,Wushu (HealthierSG),Fitness & Wellness,Tiong Bahru CC,~105.0,$$$
2467,Aikido (HealthierSG) (Toa Payoh Central),Fitness & Wellness,Toa Payoh Central CC,~106.0,$$$
2468,Ballroom Modern (Adult) - Intermediate (with Prof T. certs) (HealthierSG) (Toa Payoh),Workshops & Classes,Toa Payoh Central CC,~115.0,$$$
2469,Chinese Dance (Adult) (HealthierSG),Workshops & Classes,Toa Payoh Central CC,~50.0,$
2470,Erhu (Adult) - Elementary,Workshops & Classes,Toa Payoh Central CC,~125.0,$$$
2471,Erhu (Adult) - Intermediate,Workshops & Classes,Toa Payoh Central CC,~125.0,$$$
2472,Folk Dance Night 29 March 2025 (Seniors above 50 years old),Social & Community Events,Toa Payoh Central CC,0.0,Free
2473,Fun with Art,Workshops & Classes,Toa Payoh Central CC,~135.0,$$$
2474,Guitar Classical (Advanced),Workshops & Classes,Toa Payoh Central CC,~182.5,$$$
2475,Guitar Classical (Intermediate,Workshops & Classes,Toa Payoh Central CC,~162.5,$$$
2476,Hatha Yoga (Advanced) (HealthierSG),Fitness & Wellness,Toa Payoh Central CC,~85.0,$$
2477,Hoop Fitness - Intermediate (HealthierSG),Fitness & Wellness,Toa Payoh Central CC,~105.0,$$$
2478,Junior Stars - Nurture @ Ang Mo Kio (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2479,Junior Stars - Nurture @ Ang Mo Kio-Hougang (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2480,Junior Stars - Nurture @ Bendemeer Primary (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2481,Junior Stars - Nurture @ Gan Eng Seng Primary (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2482,Junior Stars - Nurture @ Henderson (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2483,Junior Stars - Nurture @ Kreta Ayer-Kim Seng (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2484,Junior Stars - Nurture @ Sin Ming (FY2024),Social & Community Events,Toa Payoh Central CC,0.0,Free
2485,Kiddies Expression - B Inspired Kiddies Creative Art-Junior,Workshops & Classes,Toa Payoh Central CC,~145.0,$$$
2486,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Toa Payoh Central CC,~55.0,$$
2487,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Toa Payoh Central CC,~35.0,$
2488,Recreational Karaoke Dialect Singing (Cantonese),Workshops & Classes,Toa Payoh Central CC,~65.0,$$
2489,RECREATIONAL KARAOKE POP SINGING (ENGLISH),Workshops & Classes,Toa Payoh Central CC,~125.0,$$$
2490,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Toa Payoh Central CC,~85.0,$$
2491,Silat (HealthierSG),Fitness & Wellness,Toa Payoh Central CC,~35.0,$
2492,Toa Payoh Central Family Carnival 2025,Social & Community Events,Toa Payoh Central CC,5.0,$
2493,Toa Payoh Central MAEC - Hari Raya Celebrations 2025 APR,Social & Community Events,Toa Payoh Central CC,10.0,$
2494,Vinyasa Yoga (Beginner) (HealthierSG),Fitness & Wellness,Toa Payoh Central CC,~100.0,$$
2495,Workshop for Parent-Child on Cyberbullying -29.3.25,Workshops & Classes,Toa Payoh Central CC,~2.5,$
2496,Yin Yoga (HealthierSG),Fitness & Wellness,Toa Payoh Central CC,~90.0,$$
2497,Zumba® Fitness (HealthierSG),Fitness & Wellness,Toa Payoh Central CC,~50.0,$
2498,TPC Zone 1 RN Group Singing (March 2025),Social & Community Events,Toa Payoh Central Zone 1 RN,60.0,$$
2499,"TPC Zone 1 RN Outdoor Line Dance Jam (Fri, 18 Apr 2025)",Social & Community Events,Toa Payoh Central Zone 1 RN,4.0,$
2500,FENCING (HealthierSG),Fitness & Wellness,Toa Payoh Central Zone 2 RN,~105.0,$$$
2501,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Toa Payoh Central Zone 4 RN,50.0,$
2502,Ceramic Art (Toa Payoh),Workshops & Classes,Toa Payoh East CC,~192.5,$$$
2503,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Toa Payoh East CC,~96.0,$$
2504,Health Qigong (HealthierSG),Fitness & Wellness,Toa Payoh East CC,~70.0,$$
2505,Hoop Fitness - Beginners (HealthierSG),Fitness & Wellness,Toa Payoh East CC,~100.0,$$
2506,Hoop Fitness - Intermediate (HealthierSG),Fitness & Wellness,Toa Payoh East CC,~105.0,$$$
2507,Indian Classical Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Toa Payoh East CC,~136.0,$$$
2508,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Toa Payoh East CC,~65.0,$$
2509,Lowrey Piano (Beginner),Workshops & Classes,Toa Payoh East CC,329.6,$$$
2510,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Toa Payoh East CC,~82.5,$$
2511,Taijiquan (HealthierSG),Fitness & Wellness,Toa Payoh East CC,~50.0,$
2512,Toa Payoh East CC Mental Health Awareness Workshop 22.3.2025,Workshops & Classes,Toa Payoh East CC,0.0,Free
2513,Toa Payoh East CC WEC Culinary Demo (29 March 2025),Social & Community Events,Toa Payoh East CC,4.0,$
2514,Toa Payoh East CSN Adventure Walk @ Rainforest Wild ASIA,Social & Community Events,Toa Payoh East CC,15.0,$
2515,Toa Payoh East CSN Badminton Interest Group - 18 March 2025,Social & Community Events,Toa Payoh East CC,3.0,$
2516,Toa Payoh East CSN Badminton Interest Group - 25 March 2025,Social & Community Events,Toa Payoh East CC,3.0,$
2517,Toa Payoh East CSN Walking Football Invitation Games March 2025 Sundays,Social & Community Events,Toa Payoh East CC,50.0,$
2518,Toa Payoh East Easter Games Galore (E.G.G) Day,Social & Community Events,Toa Payoh East CC,5.0,$
2519,Zumba® Fitness (HealthierSG),Fitness & Wellness,Toa Payoh East CC,~105.0,$$$
2520,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Toa Payoh East Zone 1 RN,~82.5,$$
2521,TPE Zone 1 RN BollyRobics 19.03.25,Social & Community Events,Toa Payoh East Zone 1 RN,0.0,Free
2522,TPE Zone 1 RN BollyRobics 26.03.25,Social & Community Events,Toa Payoh East Zone 1 RN,0.0,Free
2523,TPE Zone 1 RN Zumba Gold 15.03.25,Social & Community Events,Toa Payoh East Zone 1 RN,0.0,Free
2524,TPE Zone 1 RN Zumba Gold 22.03.25,Social & Community Events,Toa Payoh East Zone 1 RN,0.0,Free
2525,TPE Zone 1 RN Zumba Gold 29.03.25,Social & Community Events,Toa Payoh East Zone 1 RN,0.0,Free
2526,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Toa Payoh East Zone 4 RN,~105.0,$$$
2527,Fascia Stretch Yin Movement Therapeutic Yoga (HealthierSG),Fitness & Wellness,Toa Payoh East Zone 5 RN,135.0,$$$
2528,Toa Payoh East Zone 5 - Learn more about Stroke,Social & Community Events,Toa Payoh East Zone 5 RN,3.0,$
2529,Vertical Challenge @ Kim Keat Beacon,Social & Community Events,Toa Payoh East Zone 5 RN,~7.5,$
2530,Zumba Gold - TPE Zone 5 RN (15 Mar 25),Social & Community Events,Toa Payoh East Zone 5 RN,0.0,Free
2531,Zumba Gold - TPE Zone 5 RN (22 Mar 25),Social & Community Events,Toa Payoh East Zone 5 RN,0.0,Free
2532,Zumba Gold - TPE Zone 5 RN (29 Mar 25),Social & Community Events,Toa Payoh East Zone 5 RN,0.0,Free
2533,Toa Payoh East Zone 6 HPB Resistance Bands Exercises 15.3.2025,Social & Community Events,Toa Payoh East Zone 6 RN,0.0,Free
2534,Toa Payoh East Zone 6 RN Dragon Pasar 16 March 2025,Social & Community Events,Toa Payoh East Zone 6 RN,0.0,Free
2535,Toa Payoh East Zone 6 RN Dragon Pasar 30 March 2025,Social & Community Events,Toa Payoh East Zone 6 RN,0.0,Free
2536,Toa Payoh East Zone 6 RN Monthly Recycling 30.3.2025,Social & Community Events,Toa Payoh East Zone 6 RN,0.0,Free
2537,Hip Hooping (HealthierSG),Fitness & Wellness,Toa Payoh Heights RN,~115.0,$$$
2538,Hoop Fitness - Intermediate (HealthierSG),Fitness & Wellness,Toa Payoh Heights RN,~105.0,$$$
2539,Toa Payoh Heights RN Coffee Corner March 2025,Social & Community Events,Toa Payoh Heights RN,0.0,Free
2540,Toa Payoh Heights RN Meridian Flapping (March 2025),Social & Community Events,Toa Payoh Heights RN,0.0,Free
2541,Meridian Therapy,Fitness & Wellness,Toa Payoh North Zone 1 RN,~75.0,$$
2542,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Toa Payoh North Zone 1 RN,~55.0,$$
2543,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Toa Payoh North Zone 2 RN,~105.0,$$$
2544,Toa Payoh Zone 2 RN Karaoke IG (March 2025),Social & Community Events,Toa Payoh North Zone 2 RN,5.0,$
